,aerialsTotal,aerialsWon,clearances,cornersAccurate,cornersTotal,defensiveAerials,dispossessed,dribbledPast,dribblesAttempted,dribblesLost,dribblesWon,errorsCount,foulsCommited,goals,goalsConceded,home,interceptions,name,offensiveAerials,offsidesCaught,passesAccurate,passesKey,passesTotal,possession,result,shotsBlocked,shotsOffTarget,shotsOnPost,shotsOnTarget,shotsTotal,tackleSuccessful,tackleUnsuccesful,tacklesTotal,throwInsAccurate,throwInsTotal,touches
97,44.0,19.0,43.0,5.0,6.0,25.0,12.0,10.0,7.0,6.0,1.0,0.0,13.0,1,0,1.0,19.0,Everton,19.0,2.0,392.0,6.0,497.0,519.0,w,2.0,3.0,0.0,4.0,9.0,17.0,10.0,27.0,20.0,24.0,702.0
98,26.0,13.0,8.0,5.0,10.0,13.0,4.0,7.0,12.0,6.0,6.0,1.0,9.0,2,0,0.0,9.0,Man City,13.0,1.0,691.0,10.0,768.0,802.0,w,5.0,5.0,1.0,4.0,14.0,10.0,7.0,17.0,16.0,17.0,918.0
99,26.0,13.0,39.0,0.0,3.0,13.0,8.0,6.0,9.0,2.0,7.0,1.0,6.0,0,2,1.0,12.0,Brighton,13.0,6.0,130.0,2.0,213.0,224.0,l,2.0,2.0,0.0,2.0,6.0,10.0,6.0,16.0,11.0,18.0,376.0
100,39.0,22.0,42.0,3.0,5.0,19.0,9.0,5.0,3.0,1.0,2.0,0.0,11.0,3,2,0.0,13.0,Burnley,20.0,1.0,241.0,8.0,320.0,340.0,w,1.0,4.0,1.0,5.0,10.0,8.0,5.0,13.0,4.0,7.0,486.0
101,39.0,17.0,22.0,2.0,8.0,20.0,5.0,2.0,8.0,3.0,5.0,0.0,16.0,2,3,1.0,9.0,Chelsea,19.0,2.0,446.0,14.0,521.0,553.0,l,7.0,6.0,0.0,6.0,19.0,10.0,2.0,12.0,12.0,13.0,692.0
102,34.0,16.0,29.0,5.0,9.0,22.0,18.0,18.0,11.0,6.0,5.0,0.0,19.0,3,0,0.0,9.0,Huddersfield,12.0,2.0,199.0,6.0,306.0,324.0,w,0.0,3.0,0.0,6.0,9.0,28.0,18.0,46.0,24.0,30.0,500.0
103,34.0,18.0,18.0,5.0,12.0,12.0,23.0,5.0,23.0,5.0,18.0,0.0,7.0,0,3,1.0,19.0,Crystal Palace,22.0,0.0,304.0,8.0,391.0,425.0,l,3.0,7.0,0.0,4.0,14.0,24.0,5.0,29.0,16.0,19.0,632.0
104,47.0,25.0,22.0,3.0,3.0,36.0,14.0,11.0,11.0,5.0,6.0,0.0,8.0,3,3,0.0,11.0,Liverpool,11.0,1.0,352.0,12.0,477.0,499.0,d,1.0,8.0,1.0,5.0,14.0,20.0,11.0,31.0,23.0,27.0,683.0
105,47.0,22.0,28.0,1.0,3.0,11.0,14.0,6.0,17.0,6.0,11.0,1.0,14.0,3,3,1.0,11.0,Watford,36.0,3.0,277.0,5.0,395.0,419.0,d,1.0,4.0,0.0,4.0,9.0,19.0,6.0,25.0,22.0,26.0,595.0
106,35.0,18.0,38.0,0.0,0.0,17.0,10.0,6.0,6.0,2.0,4.0,1.0,13.0,0,0,0.0,8.0,Swansea,18.0,1.0,284.0,3.0,365.0,376.0,d,2.0,2.0,0.0,0.0,4.0,11.0,6.0,17.0,12.0,15.0,532.0
107,35.0,17.0,11.0,6.0,13.0,18.0,9.0,4.0,8.0,2.0,6.0,0.0,10.0,0,0,1.0,12.0,Southampton,17.0,0.0,432.0,23.0,518.0,554.0,d,11.0,16.0,1.0,2.0,29.0,12.0,4.0,16.0,23.0,26.0,708.0
108,37.0,15.0,9.0,3.0,8.0,24.0,10.0,11.0,17.0,4.0,13.0,1.0,6.0,1,0,0.0,11.0,Man City,13.0,4.0,736.0,19.0,824.0,842.0,w,4.0,12.0,2.0,6.0,22.0,15.0,11.0,26.0,18.0,19.0,1002.0
109,37.0,22.0,23.0,1.0,3.0,13.0,12.0,13.0,14.0,3.0,11.0,2.0,11.0,0,1,1.0,11.0,Newcastle,24.0,4.0,133.0,5.0,228.0,237.0,l,1.0,3.0,0.0,2.0,6.0,14.0,13.0,27.0,18.0,19.0,394.0
110,26.0,13.0,28.0,0.0,5.0,16.0,21.0,10.0,16.0,6.0,10.0,1.0,11.0,3,1,0.0,20.0,Tottenham,10.0,3.0,435.0,8.0,528.0,548.0,w,3.0,3.0,0.0,6.0,12.0,20.0,10.0,30.0,21.0,25.0,756.0
111,26.0,13.0,15.0,2.0,5.0,10.0,14.0,10.0,16.0,6.0,10.0,0.0,4.0,1,3,1.0,20.0,Chelsea,16.0,4.0,384.0,10.0,494.0,520.0,l,3.0,7.0,0.0,4.0,14.0,27.0,10.0,37.0,18.0,21.0,700.0
112,51.0,27.0,20.0,3.0,5.0,11.0,10.0,10.0,13.0,6.0,7.0,1.0,13.0,0,3,0.0,10.0,Stoke,40.0,3.0,178.0,6.0,273.0,292.0,l,2.0,4.0,0.0,2.0,8.0,11.0,10.0,21.0,16.0,21.0,450.0
113,51.0,24.0,10.0,4.0,6.0,40.0,8.0,7.0,13.0,3.0,10.0,0.0,9.0,3,0,1.0,11.0,Arsenal,11.0,3.0,549.0,16.0,647.0,669.0,w,5.0,8.0,1.0,11.0,24.0,16.0,7.0,23.0,14.0,18.0,828.0
114,13.0,4.0,22.0,0.0,3.0,5.0,9.0,4.0,15.0,5.0,10.0,1.0,9.0,0,5,0.0,18.0,Liverpool,8.0,2.0,288.0,4.0,372.0,388.0,l,2.0,2.0,0.0,3.0,7.0,15.0,4.0,19.0,15.0,17.0,540.0
115,13.0,9.0,14.0,7.0,8.0,8.0,7.0,10.0,12.0,8.0,4.0,0.0,10.0,5,0,1.0,12.0,Man City,5.0,5.0,658.0,10.0,730.0,755.0,w,0.0,3.0,0.0,10.0,13.0,14.0,10.0,24.0,18.0,21.0,892.0
116,39.0,24.0,26.0,2.0,6.0,19.0,12.0,3.0,15.0,5.0,10.0,0.0,4.0,1,3,0.0,10.0,West Brom,20.0,1.0,377.0,9.0,461.0,497.0,l,3.0,6.0,0.0,3.0,12.0,8.0,3.0,11.0,25.0,28.0,657.0
117,39.0,15.0,35.0,1.0,2.0,20.0,6.0,10.0,5.0,2.0,3.0,0.0,9.0,3,1,1.0,17.0,Brighton,19.0,1.0,363.0,9.0,448.0,470.0,w,3.0,3.0,0.0,6.0,12.0,17.0,10.0,27.0,11.0,16.0,628.0
118,29.0,16.0,15.0,8.0,11.0,19.0,15.0,9.0,14.0,4.0,10.0,0.0,10.0,2,2,0.0,8.0,Man Utd,10.0,4.0,490.0,13.0,564.0,600.0,d,5.0,5.0,0.0,8.0,18.0,9.0,9.0,18.0,23.0,24.0,751.0
119,29.0,13.0,24.0,2.0,5.0,10.0,7.0,10.0,11.0,2.0,9.0,0.0,10.0,2,2,1.0,7.0,Stoke,19.0,1.0,252.0,9.0,332.0,349.0,d,1.0,4.0,0.0,5.0,10.0,19.0,10.0,29.0,12.0,13.0,503.0
120,42.0,23.0,34.0,3.0,4.0,27.0,8.0,6.0,21.0,11.0,10.0,0.0,11.0,2,0,0.0,19.0,Watford,15.0,1.0,276.0,9.0,384.0,402.0,w,4.0,5.0,0.0,3.0,12.0,19.0,6.0,25.0,12.0,26.0,601.0
121,42.0,19.0,22.0,1.0,7.0,15.0,13.0,10.0,12.0,6.0,6.0,0.0,8.0,0,2,1.0,12.0,Southampton,27.0,2.0,304.0,7.0,423.0,448.0,l,5.0,3.0,0.0,1.0,9.0,19.0,10.0,29.0,28.0,32.0,637.0
122,19.0,7.0,20.0,4.0,9.0,13.0,12.0,7.0,17.0,6.0,11.0,0.0,8.0,2,1,0.0,12.0,Chelsea,6.0,3.0,434.0,16.0,521.0,550.0,w,5.0,5.0,0.0,6.0,16.0,20.0,7.0,27.0,16.0,17.0,720.0
123,19.0,12.0,21.0,0.0,2.0,6.0,9.0,11.0,18.0,11.0,7.0,0.0,11.0,1,2,1.0,12.0,Leicester,13.0,1.0,259.0,3.0,347.0,373.0,l,3.0,3.0,0.0,2.0,8.0,18.0,11.0,29.0,21.0,23.0,546.0
124,27.0,15.0,31.0,0.0,3.0,22.0,10.0,6.0,17.0,7.0,10.0,1.0,14.0,3,0,0.0,11.0,Tottenham,5.0,3.0,367.0,11.0,458.0,482.0,w,3.0,6.0,0.0,6.0,15.0,13.0,6.0,19.0,16.0,22.0,664.0
125,27.0,12.0,22.0,3.0,7.0,5.0,10.0,10.0,9.0,3.0,6.0,1.0,14.0,0,3,1.0,15.0,Everton,22.0,4.0,375.0,9.0,464.0,496.0,l,6.0,5.0,0.0,1.0,12.0,17.0,10.0,27.0,12.0,19.0,664.0
126,36.0,18.0,19.0,2.0,3.0,18.0,10.0,8.0,13.0,6.0,7.0,1.0,10.0,0,3,0.0,19.0,Bournemouth,18.0,0.0,291.0,4.0,401.0,426.0,l,0.0,5.0,1.0,2.0,7.0,11.0,8.0,19.0,18.0,27.0,589.0
127,36.0,18.0,20.0,5.0,10.0,18.0,7.0,7.0,12.0,4.0,8.0,0.0,14.0,3,0,1.0,18.0,Arsenal,18.0,4.0,464.0,15.0,583.0,597.0,w,4.0,4.0,0.0,9.0,17.0,16.0,7.0,23.0,25.0,26.0,761.0
128,31.0,15.0,17.0,0.0,4.0,21.0,8.0,5.0,9.0,3.0,6.0,0.0,8.0,3,0,0.0,9.0,Liverpool,10.0,2.0,809.0,11.0,913.0,938.0,w,4.0,3.0,0.0,7.0,14.0,13.0,5.0,18.0,23.0,24.0,1084.0
129,31.0,16.0,38.0,0.0,1.0,10.0,6.0,6.0,12.0,7.0,5.0,1.0,8.0,0,3,1.0,12.0,Huddersfield,21.0,3.0,214.0,2.0,308.0,317.0,l,2.0,2.0,0.0,1.0,5.0,11.0,6.0,17.0,8.0,15.0,485.0
130,25.0,13.0,15.0,1.0,3.0,15.0,9.0,6.0,8.0,3.0,5.0,2.0,8.0,1,3,0.0,8.0,Arsenal,10.0,3.0,823.0,8.0,894.0,922.0,l,1.0,4.0,0.0,4.0,9.0,10.0,6.0,16.0,23.0,23.0,1047.0
131,25.0,12.0,20.0,2.0,4.0,10.0,7.0,5.0,9.0,3.0,6.0,0.0,4.0,3,1,1.0,18.0,Swansea,15.0,0.0,226.0,6.0,307.0,319.0,w,3.0,5.0,1.0,4.0,12.0,12.0,5.0,17.0,10.0,14.0,451.0
132,50.0,26.0,20.0,2.0,3.0,26.0,17.0,12.0,15.0,8.0,7.0,0.0,15.0,1,1,0.0,15.0,Crystal Palace,24.0,0.0,371.0,7.0,454.0,483.0,d,1.0,5.0,0.0,3.0,9.0,9.0,12.0,21.0,18.0,21.0,648.0
133,50.0,24.0,24.0,3.0,5.0,25.0,6.0,7.0,15.0,3.0,12.0,0.0,11.0,1,1,1.0,12.0,West Ham,25.0,2.0,204.0,6.0,296.0,327.0,d,1.0,4.0,0.0,3.0,8.0,25.0,7.0,32.0,16.0,21.0,483.0
134,33.0,13.0,16.0,1.0,3.0,15.0,14.0,4.0,31.0,10.0,21.0,0.0,9.0,0,2,0.0,11.0,Newcastle,18.0,1.0,210.0,5.0,315.0,327.0,l,3.0,2.0,0.0,2.0,7.0,11.0,4.0,15.0,17.0,21.0,492.0
135,33.0,20.0,8.0,5.0,8.0,18.0,8.0,21.0,7.0,3.0,4.0,0.0,7.0,2,0,1.0,11.0,Liverpool,15.0,4.0,660.0,11.0,777.0,800.0,w,8.0,3.0,0.0,3.0,14.0,24.0,21.0,45.0,15.0,17.0,933.0
136,62.0,38.0,34.0,3.0,6.0,32.0,7.0,12.0,9.0,3.0,6.0,0.0,12.0,0,1,0.0,18.0,West Brom,30.0,1.0,230.0,6.0,353.0,385.0,l,2.0,5.0,0.0,2.0,9.0,17.0,12.0,29.0,23.0,27.0,563.0
137,62.0,24.0,23.0,4.0,4.0,30.0,10.0,6.0,19.0,7.0,12.0,0.0,11.0,1,0,1.0,11.0,Watford,32.0,3.0,290.0,11.0,408.0,428.0,w,5.0,6.0,0.0,4.0,15.0,10.0,6.0,16.0,12.0,21.0,610.0
138,49.0,24.0,45.0,0.0,4.0,26.0,7.0,5.0,18.0,8.0,10.0,0.0,12.0,1,2,0.0,13.0,Everton,23.0,1.0,227.0,9.0,340.0,361.0,l,0.0,6.0,0.0,4.0,10.0,10.0,5.0,15.0,22.0,27.0,552.0
139,49.0,25.0,30.0,4.0,10.0,23.0,9.0,10.0,6.0,1.0,5.0,1.0,9.0,2,1,1.0,9.0,Burnley,26.0,4.0,285.0,15.0,395.0,434.0,w,10.0,3.0,0.0,8.0,21.0,15.0,10.0,25.0,30.0,37.0,623.0
140,43.0,27.0,45.0,4.0,4.0,23.0,8.0,15.0,18.0,10.0,8.0,0.0,13.0,0,0,0.0,15.0,Stoke,20.0,2.0,161.0,11.0,240.0,253.0,d,0.0,9.0,0.0,3.0,12.0,13.0,15.0,28.0,15.0,22.0,443.0
141,43.0,16.0,13.0,6.0,15.0,20.0,12.0,8.0,16.0,1.0,15.0,0.0,8.0,0,0,1.0,5.0,Southampton,23.0,2.0,329.0,14.0,423.0,473.0,d,7.0,5.0,0.0,6.0,18.0,18.0,8.0,26.0,31.0,32.0,638.0
142,42.0,16.0,19.0,0.0,5.0,20.0,12.0,10.0,10.0,4.0,6.0,0.0,14.0,1,4,0.0,17.0,West Ham,22.0,5.0,419.0,3.0,519.0,541.0,l,4.0,1.0,0.0,2.0,7.0,19.0,10.0,29.0,9.0,11.0,689.0
143,42.0,26.0,24.0,3.0,4.0,22.0,10.0,6.0,19.0,9.0,10.0,0.0,9.0,4,1,1.0,12.0,Swansea,20.0,0.0,330.0,7.0,435.0,446.0,w,0.0,1.0,0.0,8.0,9.0,16.0,6.0,22.0,21.0,26.0,621.0
144,66.0,36.0,48.0,0.0,1.0,46.0,10.0,7.0,20.0,12.0,8.0,1.0,7.0,1,1,0.0,8.0,Bournemouth,20.0,1.0,240.0,6.0,363.0,380.0,d,1.0,5.0,0.0,3.0,9.0,11.0,7.0,18.0,17.0,27.0,593.0
145,66.0,30.0,11.0,5.0,13.0,20.0,5.0,8.0,13.0,6.0,7.0,1.0,11.0,1,1,1.0,20.0,Leicester,46.0,3.0,294.0,14.0,436.0,478.0,d,10.0,8.0,0.0,4.0,22.0,22.0,8.0,30.0,16.0,26.0,651.0
146,31.0,17.0,34.0,0.0,1.0,8.0,8.0,20.0,10.0,3.0,7.0,1.0,8.0,0,2,0.0,14.0,Huddersfield,23.0,2.0,169.0,2.0,267.0,284.0,l,0.0,0.0,0.0,3.0,3.0,28.0,20.0,48.0,6.0,15.0,453.0
147,31.0,14.0,16.0,3.0,8.0,23.0,17.0,7.0,31.0,11.0,20.0,0.0,6.0,2,0,1.0,19.0,Tottenham,8.0,4.0,705.0,14.0,808.0,834.0,w,5.0,3.0,0.0,7.0,15.0,11.0,7.0,18.0,27.0,28.0,1024.0
148,39.0,20.0,28.0,1.0,1.0,18.0,14.0,14.0,14.0,7.0,7.0,0.0,6.0,1,1,0.0,19.0,West Brom,21.0,1.0,271.0,4.0,378.0,391.0,d,1.0,3.0,0.0,1.0,5.0,15.0,14.0,29.0,15.0,31.0,579.0
149,39.0,19.0,18.0,0.0,4.0,21.0,11.0,7.0,18.0,4.0,14.0,0.0,13.0,1,1,1.0,6.0,Leicester,18.0,1.0,367.0,8.0,486.0,518.0,d,4.0,4.0,0.0,3.0,11.0,21.0,7.0,28.0,25.0,35.0,688.0
150,22.0,11.0,28.0,0.0,3.0,6.0,10.0,22.0,17.0,7.0,10.0,1.0,13.0,0,0,0.0,12.0,Man Utd,16.0,1.0,267.0,2.0,354.0,370.0,d,3.0,2.0,0.0,1.0,6.0,21.0,22.0,43.0,18.0,23.0,549.0
151,22.0,11.0,24.0,2.0,7.0,16.0,16.0,10.0,27.0,5.0,22.0,1.0,7.0,0,0,1.0,7.0,Liverpool,6.0,3.0,500.0,17.0,580.0,610.0,d,6.0,8.0,0.0,5.0,19.0,17.0,10.0,27.0,24.0,32.0,807.0
152,25.0,7.0,16.0,0.0,0.0,11.0,6.0,5.0,12.0,6.0,6.0,1.0,8.0,2,7,0.0,11.0,Stoke,14.0,1.0,152.0,4.0,231.0,238.0,l,1.0,3.0,0.0,1.0,5.0,12.0,5.0,17.0,9.0,13.0,361.0
153,25.0,18.0,6.0,5.0,5.0,14.0,9.0,6.0,8.0,3.0,5.0,0.0,5.0,7,2,1.0,10.0,Man City,11.0,2.0,814.0,16.0,892.0,911.0,w,0.0,9.0,0.0,11.0,20.0,12.0,6.0,18.0,18.0,18.0,1031.0
154,52.0,30.0,36.0,2.0,5.0,35.0,12.0,6.0,5.0,3.0,2.0,0.0,10.0,1,2,0.0,9.0,Arsenal,17.0,0.0,442.0,8.0,552.0,571.0,l,0.0,3.0,0.0,6.0,9.0,18.0,6.0,24.0,14.0,15.0,723.0
155,52.0,22.0,24.0,0.0,2.0,17.0,13.0,2.0,11.0,5.0,6.0,0.0,8.0,2,1,1.0,16.0,Watford,35.0,1.0,365.0,8.0,465.0,489.0,w,3.0,6.0,0.0,2.0,11.0,15.0,2.0,17.0,15.0,19.0,654.0
156,35.0,16.0,31.0,1.0,5.0,16.0,14.0,8.0,7.0,5.0,2.0,0.0,7.0,0,1,0.0,7.0,Bournemouth,19.0,1.0,169.0,4.0,254.0,269.0,l,1.0,3.0,0.0,1.0,5.0,11.0,8.0,19.0,13.0,19.0,420.0
157,35.0,19.0,18.0,3.0,9.0,19.0,7.0,2.0,12.0,4.0,8.0,0.0,9.0,1,0,1.0,7.0,Tottenham,16.0,3.0,613.0,13.0,688.0,722.0,w,8.0,4.0,0.0,6.0,18.0,19.0,2.0,21.0,31.0,32.0,890.0
158,29.0,24.0,37.0,4.0,8.0,20.0,16.0,11.0,20.0,7.0,13.0,2.0,6.0,1,2,0.0,11.0,Chelsea,9.0,6.0,459.0,11.0,559.0,585.0,l,4.0,6.0,1.0,5.0,15.0,23.0,11.0,34.0,18.0,19.0,795.0
159,29.0,5.0,24.0,2.0,5.0,9.0,13.0,13.0,21.0,10.0,11.0,1.0,7.0,2,1,1.0,15.0,Crystal Palace,20.0,1.0,309.0,10.0,431.0,442.0,w,3.0,6.0,0.0,5.0,14.0,23.0,13.0,36.0,23.0,23.0,652.0
160,33.0,13.0,16.0,0.0,3.0,19.0,12.0,3.0,15.0,3.0,12.0,2.0,16.0,0,2,0.0,8.0,Huddersfield,14.0,0.0,458.0,6.0,539.0,564.0,l,4.0,1.0,0.0,2.0,7.0,16.0,3.0,19.0,16.0,18.0,713.0
161,33.0,20.0,15.0,0.0,5.0,14.0,11.0,12.0,8.0,5.0,3.0,0.0,12.0,2,0,1.0,13.0,Swansea,19.0,1.0,280.0,4.0,360.0,379.0,w,2.0,2.0,0.0,3.0,7.0,15.0,12.0,27.0,21.0,23.0,533.0
162,55.0,25.0,30.0,1.0,4.0,30.0,5.0,9.0,13.0,7.0,6.0,0.0,14.0,1,1,0.0,13.0,West Ham,25.0,1.0,189.0,6.0,285.0,296.0,d,1.0,1.0,0.0,6.0,8.0,9.0,9.0,18.0,12.0,18.0,454.0
163,55.0,30.0,15.0,5.0,7.0,25.0,6.0,6.0,12.0,3.0,9.0,1.0,11.0,1,1,1.0,6.0,Burnley,30.0,2.0,356.0,11.0,454.0,486.0,d,7.0,8.0,1.0,5.0,20.0,12.0,6.0,18.0,18.0,21.0,634.0
164,38.0,20.0,29.0,1.0,6.0,15.0,6.0,5.0,24.0,11.0,13.0,0.0,9.0,2,1,0.0,13.0,Leicester,23.0,3.0,276.0,9.0,381.0,400.0,w,2.0,3.0,0.0,6.0,11.0,23.0,5.0,28.0,15.0,22.0,578.0
165,38.0,18.0,21.0,5.0,7.0,23.0,17.0,13.0,11.0,6.0,5.0,0.0,6.0,1,2,1.0,4.0,Swansea,15.0,0.0,379.0,14.0,463.0,504.0,l,7.0,8.0,0.0,4.0,19.0,17.0,13.0,30.0,25.0,31.0,685.0
166,43.0,20.0,42.0,1.0,3.0,28.0,7.0,10.0,10.0,4.0,6.0,0.0,10.0,2,1,0.0,8.0,Bournemouth,15.0,1.0,282.0,5.0,391.0,403.0,w,1.0,3.0,0.0,3.0,7.0,17.0,10.0,27.0,12.0,23.0,586.0
167,43.0,23.0,9.0,4.0,8.0,15.0,13.0,6.0,14.0,4.0,10.0,0.0,17.0,1,2,1.0,9.0,Stoke,28.0,4.0,287.0,11.0,407.0,442.0,l,2.0,6.0,0.0,3.0,11.0,11.0,6.0,17.0,21.0,30.0,595.0
168,19.0,6.0,20.0,2.0,5.0,5.0,8.0,17.0,7.0,1.0,6.0,0.0,6.0,0,3,0.0,25.0,Burnley,14.0,2.0,150.0,3.0,227.0,240.0,l,3.0,3.0,0.0,0.0,6.0,14.0,17.0,31.0,13.0,16.0,390.0
169,19.0,13.0,17.0,3.0,4.0,14.0,9.0,6.0,22.0,5.0,17.0,1.0,10.0,3,0,1.0,5.0,Man City,5.0,1.0,723.0,9.0,803.0,821.0,w,1.0,4.0,0.0,10.0,15.0,9.0,6.0,15.0,26.0,26.0,964.0
170,30.0,15.0,17.0,2.0,7.0,17.0,12.0,11.0,28.0,15.0,13.0,2.0,12.0,1,2,0.0,10.0,Man Utd,13.0,3.0,643.0,5.0,741.0,775.0,l,3.0,3.0,0.0,3.0,9.0,13.0,11.0,24.0,27.0,28.0,947.0
171,30.0,15.0,49.0,2.0,4.0,13.0,10.0,13.0,14.0,3.0,11.0,0.0,10.0,2,1,1.0,13.0,Huddersfield,17.0,2.0,116.0,3.0,210.0,220.0,w,2.0,0.0,0.0,3.0,5.0,27.0,13.0,40.0,10.0,13.0,423.0
172,40.0,21.0,31.0,0.0,3.0,14.0,18.0,17.0,4.0,3.0,1.0,0.0,8.0,0,1,0.0,12.0,West Brom,26.0,1.0,206.0,4.0,307.0,325.0,l,1.0,4.0,0.0,2.0,7.0,10.0,17.0,27.0,12.0,16.0,482.0
173,40.0,20.0,30.0,4.0,8.0,26.0,6.0,1.0,21.0,4.0,17.0,0.0,10.0,1,0,1.0,8.0,Southampton,14.0,2.0,492.0,16.0,589.0,623.0,w,3.0,11.0,1.0,6.0,20.0,21.0,1.0,22.0,15.0,16.0,798.0
174,40.0,16.0,13.0,3.0,6.0,13.0,10.0,13.0,17.0,12.0,5.0,1.0,16.0,2,4,0.0,17.0,Watford,27.0,3.0,324.0,11.0,406.0,438.0,l,5.0,6.0,0.0,5.0,16.0,17.0,13.0,30.0,13.0,22.0,608.0
175,40.0,24.0,28.0,5.0,6.0,27.0,15.0,5.0,15.0,2.0,13.0,0.0,13.0,4,2,1.0,13.0,Chelsea,13.0,6.0,377.0,12.0,462.0,484.0,w,1.0,5.0,0.0,8.0,14.0,22.0,5.0,27.0,10.0,11.0,676.0
176,50.0,27.0,28.0,2.0,5.0,19.0,11.0,5.0,18.0,5.0,13.0,0.0,14.0,0,1,0.0,11.0,Crystal Palace,31.0,1.0,261.0,8.0,365.0,383.0,l,3.0,7.0,0.0,0.0,10.0,16.0,5.0,21.0,28.0,31.0,568.0
177,50.0,23.0,30.0,1.0,3.0,31.0,9.0,13.0,12.0,7.0,5.0,0.0,12.0,1,0,1.0,6.0,Newcastle,19.0,0.0,361.0,5.0,453.0,473.0,w,3.0,1.0,0.0,3.0,7.0,16.0,13.0,29.0,18.0,22.0,642.0
178,50.0,23.0,36.0,1.0,7.0,25.0,9.0,11.0,6.0,3.0,3.0,0.0,12.0,1,0,0.0,10.0,Brighton,25.0,2.0,267.0,3.0,371.0,392.0,w,1.0,2.0,0.0,2.0,5.0,17.0,11.0,28.0,9.0,16.0,542.0
179,50.0,27.0,19.0,1.0,8.0,25.0,9.0,3.0,19.0,8.0,11.0,0.0,13.0,0,1,1.0,10.0,Swansea,25.0,1.0,379.0,6.0,468.0,500.0,l,7.0,3.0,1.0,2.0,12.0,12.0,3.0,15.0,20.0,22.0,654.0
180,53.0,26.0,24.0,6.0,10.0,36.0,12.0,6.0,9.0,3.0,6.0,0.0,8.0,2,2,0.0,4.0,Leicester,17.0,5.0,337.0,11.0,424.0,449.0,d,5.0,5.0,0.0,4.0,14.0,14.0,6.0,20.0,16.0,24.0,613.0
181,53.0,27.0,18.0,3.0,4.0,17.0,10.0,6.0,10.0,4.0,6.0,0.0,12.0,2,2,1.0,12.0,Stoke,36.0,0.0,284.0,11.0,379.0,401.0,d,1.0,3.0,0.0,7.0,11.0,15.0,6.0,21.0,17.0,28.0,550.0
182,67.0,36.0,24.0,3.0,9.0,43.0,11.0,8.0,13.0,8.0,5.0,2.0,12.0,1,0,0.0,10.0,Bournemouth,24.0,1.0,308.0,14.0,407.0,437.0,w,4.0,6.0,0.0,6.0,16.0,10.0,8.0,18.0,24.0,26.0,595.0
183,67.0,31.0,28.0,4.0,11.0,24.0,8.0,5.0,10.0,2.0,8.0,0.0,11.0,0,1,1.0,12.0,Newcastle,43.0,5.0,276.0,14.0,373.0,403.0,l,3.0,9.0,1.0,4.0,16.0,19.0,5.0,24.0,12.0,14.0,569.0
184,36.0,17.0,18.0,2.0,5.0,10.0,14.0,5.0,15.0,6.0,9.0,0.0,15.0,0,1,0.0,11.0,West Brom,26.0,4.0,330.0,9.0,417.0,440.0,l,4.0,2.0,0.0,3.0,9.0,13.0,5.0,18.0,24.0,30.0,600.0
185,36.0,19.0,33.0,1.0,3.0,26.0,6.0,9.0,12.0,7.0,5.0,0.0,8.0,1,0,1.0,17.0,Huddersfield,10.0,4.0,339.0,5.0,421.0,442.0,w,1.0,3.0,0.0,3.0,7.0,20.0,9.0,29.0,18.0,22.0,618.0
186,30.0,14.0,20.0,1.0,3.0,17.0,6.0,9.0,14.0,4.0,10.0,0.0,13.0,4,1,0.0,7.0,Liverpool,13.0,1.0,381.0,12.0,488.0,497.0,w,1.0,7.0,0.0,7.0,15.0,20.0,9.0,29.0,15.0,25.0,658.0
187,30.0,16.0,14.0,0.0,2.0,13.0,17.0,10.0,12.0,3.0,9.0,0.0,9.0,1,4,1.0,6.0,West Ham,17.0,5.0,335.0,5.0,442.0,459.0,l,0.0,5.0,1.0,1.0,6.0,10.0,10.0,20.0,19.0,22.0,622.0
188,39.0,23.0,35.0,0.0,1.0,23.0,12.0,11.0,10.0,3.0,7.0,0.0,4.0,1,0,0.0,11.0,Burnley,16.0,1.0,239.0,4.0,344.0,358.0,w,2.0,2.0,0.0,1.0,5.0,11.0,11.0,22.0,25.0,32.0,516.0
189,39.0,16.0,18.0,2.0,9.0,16.0,9.0,7.0,13.0,2.0,11.0,0.0,4.0,0,1,1.0,4.0,Southampton,23.0,2.0,466.0,10.0,575.0,604.0,l,4.0,6.0,0.0,3.0,13.0,15.0,7.0,22.0,24.0,27.0,748.0
190,35.0,15.0,23.0,4.0,10.0,8.0,14.0,11.0,11.0,7.0,4.0,0.0,8.0,1,4,0.0,28.0,Crystal Palace,27.0,1.0,325.0,5.0,396.0,426.0,l,3.0,1.0,0.0,5.0,9.0,12.0,11.0,23.0,9.0,12.0,587.0
191,35.0,20.0,23.0,3.0,5.0,27.0,10.0,4.0,13.0,2.0,11.0,1.0,6.0,4,1,1.0,10.0,Arsenal,8.0,3.0,643.0,13.0,736.0,752.0,w,5.0,1.0,0.0,10.0,16.0,21.0,4.0,25.0,8.0,8.0,909.0
192,36.0,21.0,21.0,1.0,5.0,16.0,9.0,17.0,14.0,5.0,9.0,0.0,10.0,0,2,0.0,10.0,Watford,20.0,3.0,260.0,7.0,358.0,384.0,l,4.0,4.0,0.0,3.0,11.0,26.0,17.0,43.0,12.0,19.0,555.0
193,36.0,15.0,26.0,3.0,4.0,20.0,13.0,9.0,30.0,13.0,17.0,0.0,11.0,2,0,1.0,9.0,Leicester,16.0,5.0,332.0,6.0,424.0,439.0,w,1.0,3.0,0.0,5.0,9.0,14.0,9.0,23.0,17.0,24.0,637.0
